district	district_name	results_type	surname	given_name	party	votes	percent_votes	rejected_ballots	total_ballots
35069	Nickel Belt	validated	Paavola	Mikko	People's Party	1159	2.4	298	49146
35069	Nickel Belt	validated	Paquette	Stef	NDP-New Democratic Party	15656	32.1	298	49146
35069	Nickel Belt	validated	Serré	Marc G	Liberal	19046	39	298	49146
35070	Nipissing--Timiskaming	preliminary	Boulet	Rob	NDP-New Democratic Party	9411	20.8	0	45173
35070	Nipissing--Timiskaming	preliminary	Carr	Jordy	Conservative	12332	27.3	0	45173
35070	Nipissing--Timiskaming	preliminary	Gomm	Alex	Green Party	2926	6.5	0	45173
35070	Nipissing--Timiskaming	preliminary	King	Mark	People's Party	2403	5.3	0	45173
35070	Nipissing--Timiskaming	preliminary	Rota	Anthony	Liberal	18101	40.1	0	45173
35070	Nipissing--Timiskaming	validated	Boulet	Rob	NDP-New Democratic Party	9784	20.5	407	48134
35070	Nipissing--Timiskaming	validated	Carr	Jordy	Conservative	12984	27.2	407	48134
35070	Nipissing--Timiskaming	validated	Gomm	Alex	Green Party	3111	6.5	407	48134
35070	Nipissing--Timiskaming	validated	King	Mark	People's Party	2496	5.2	407	48134
35070	Nipissing--Timiskaming	validated	Rota	Anthony	Liberal	19352	40.5	407	48134
35071	Northumberland--Peterborough South	preliminary	Lawrence	Philip	Conservative	27218	39.9	0	68268
35071	Northumberland--Peterborough South	preliminary	MacDonald	Mallory	NDP-New Democratic Party	9482	13.9	0	68268
35071	Northumberland--Peterborough South	preliminary	Rudd	Kim	Liberal	24706	36.2	0	68268
35071	Northumberland--Peterborough South	preliminary	Vaughan	Frank	People's Party	1445	2.1	0	68268
35071	Northumberland--Peterborough South	preliminary	Wheeldon	Jeff	Green Party	5417	7.9	0	68268
35071	Northumberland--Peterborough South	validated	Lawrence	Philip	Conservative	27385	39.7	484	69445
35071	Northumberland--Peterborough South	validated	MacDonald	Mallory	NDP-New Democratic Party	9615	13.9	484	69445
35071	Northumberland--Peterborough South	validated	Rudd	Kim	Liberal	24977	36.2	484	69445
35071	Northumberland--Peterborough South	validated	Vaughan	Frank	People's Party	1460	2.1	484	69445
35071	Northumberland--Peterborough South	validated	Wheeldon	Jeff	Green Party	5524	8	484	69445
35072	Oakville	preliminary	Adamo	Jerome	NDP-New Democratic Party	4807	7.8	0	61882
35072	Oakville	preliminary	Anand	Anita	Liberal	28668	46.3	0	61882
35072	Oakville	preliminary	Elwick	James	Green Party	3459	5.6	0	61882
35072	Oakville	preliminary	Meaney	JD	People's Party	765	1.2	0	61882
35072	Oakville	preliminary	Pereira	Sushila	Christian Heritage Party	137	0.2	0	61882
35072	Oakville	preliminary	Young	Terence	Conservative	24046	38.9	0	61882
35072	Oakville	validated	Adamo	Jerome	NDP-New Democratic Party	4928	7.5	487	65888
35072	Oakville	validated	Anand	Anita	Liberal	30265	46.3	487	65888
35072	Oakville	validated	Elwick	James	Green Party	3704	5.7	487	65888
35072	Oakville	validated	Meaney	JD	People's Party	798	1.2	487	65888
35072	Oakville	validated	Pereira	Sushila	Christian Heritage Party	145	0.2	487	65888
35072	Oakville	validated	Young	Terence	Conservative	25561	39.1	487	65888
35073	Oakville North--Burlington	preliminary	Damoff	Pam	Liberal	32952	48.1	0	68452
35073	Oakville North--Burlington	preliminary	Dion	Nicolas	NDP-New Democratic Party	5691	8.3	0	68452
35073	Oakville North--Burlington	preliminary	Houghton	Michael	Green Party	2844	4.2	0	68452
35073	Oakville North--Burlington	preliminary	Jubinville	Gilbert Joseph	People's Party	736	1.1	0	68452
35073	Oakville North--Burlington	preliminary	Weir	Sean	Conservative	26229	38.3	0	68452
35073	Oakville North--Burlington	validated	Damoff	Pam	Liberal	33597	48.3	412	70035
35073	Oakville North--Burlington	validated	Dion	Nicolas	NDP-New Democratic Party	5866	8.4	412	70035
35073	Oakville North--Burlington	validated	Houghton	Michael	Green Party	2925	4.2	412	70035
35073	Oakville North--Burlington	validated	Jubinville	Gilbert Joseph	People's Party	751	1.1	412	70035
35073	Oakville North--Burlington	validated	Weir	Sean	Conservative	26484	38	412	70035
35074	Oshawa	preliminary	Carrie	Colin	Conservative	23989	38.9	0	61614
35074	Oshawa	preliminary	Hossain	Afroza	Liberal	15592	25.3	0	61614
35074	Oshawa	preliminary	Mackenzie	Eric	People's Party	1276	2.1	0	61614
35074	Oshawa	preliminary	Panylo	Shailene	NDP-New Democratic Party	17531	28.5	0	61614
35074	Oshawa	preliminary	Ramsden	Jovannah	Green Party	3117	5.1	0	61614
35074	Oshawa	preliminary	Tomlinson	Jeff	Communist	109	0.2	0	61614
35074	Oshawa	validated	Carrie	Colin	Conservative	24087	38.9	414	62397
35074	Oshawa	validated	Hossain	Afroza	Liberal	15750	25.4	414	62397
35074	Oshawa	validated	Mackenzie	Eric	People's Party	1215	2	414	62397
35074	Oshawa	validated	Panylo	Shailene	NDP-New Democratic Party	17668	28.5	414	62397
35074	Oshawa	validated	Ramsden	Jovannah	Green Party	3151	5.1	414	62397
35074	Oshawa	validated	Tomlinson	Jeff	Communist	112	0.2	414	62397
35075	Ottawa Centre	preliminary	Bertrand	Shelby	Animal Protection Party	195	0.3	0	75448
35075	Ottawa Centre	preliminary	Clemenhagen	Carol	Conservative	9519	12.6	0	75448
35075	Ottawa Centre	preliminary	Corcoran	Coreen	Libertarian	342	0.5	0	75448
35075	Ottawa Centre	preliminary	Jones	Chris G	Independent	161	0.2	0	75448
35075	Ottawa Centre	preliminary	Keller-Herzog	Angela	Green Party	5498	7.3	0	75448
35075	Ottawa Centre	preliminary	Leriche	Marie-Chantal	Christian Heritage Party	194	0.3	0	75448
35075	Ottawa Centre	preliminary	McKenna	Catherine	Liberal	36612	48.5	0	75448
35075	Ottawa Centre	preliminary	Ryan	Stuart	Communist	110	0.1	0	75448
35075	Ottawa Centre	preliminary	Sevilla	Merylee	People's Party	706	0.9	0	75448
35075	Ottawa Centre	preliminary	Taman	Emilie	NDP-New Democratic Party	22049	29.2	0	75448
35075	Ottawa Centre	preliminary	Vo	Giang Ha Thu	Independent	62	0.1	0	75448
35075	Ottawa Centre	validated	Bertrand	Shelby	Animal Protection Party	207	0.3	482	79384
35075	Ottawa Centre	validated	Clemenhagen	Carol	Conservative	9920	12.6	482	79384
35075	Ottawa Centre	validated	Corcoran	Coreen	Libertarian	360	0.5	482	79384
35075	Ottawa Centre	validated	Jones	Chris G	Independent	177	0.2	482	79384
35075	Ottawa Centre	validated	Keller-Herzog	Angela	Green Party	5837	7.4	482	79384
35075	Ottawa Centre	validated	Leriche	Marie-Chantal	Christian Heritage Party	198	0.3	482	79384
35075	Ottawa Centre	validated	McKenna	Catherine	Liberal	38391	48.7	482	79384
35075	Ottawa Centre	validated	Ryan	Stuart	Communist	111	0.1	482	79384
35075	Ottawa Centre	validated	Sevilla	Merylee	People's Party	720	0.9	482	79384
35075	Ottawa Centre	validated	Taman	Emilie	NDP-New Democratic Party	22916	29	482	79384
35075	Ottawa Centre	validated	Vo	Giang Ha Thu	Independent	65	0.1	482	79384
35076	Orléans	preliminary	Bertschi	David	Conservative	22697	28.3	0	80198
35076	Orléans	preliminary	Lalonde	Marie-France	Liberal	43533	54.3	0	80198
35076	Orléans	preliminary	Petersen	Michelle	Green Party	3727	4.6	0	80198
35076	Orléans	preliminary	Saint-Fleur	Roger	People's Party	964	1.2	0	80198
35076	Orléans	preliminary	Wiens	Jacqui	NDP-New Democratic Party	9277	11.6	0	80198
35076	Orléans	validated	Bertschi	David	Conservative	22984	28.2	585	81995
35076	Orléans	validated	Lalonde	Marie-France	Liberal	44183	54.3	585	81995
35076	Orléans	validated	Petersen	Michelle	Green Party	3829	4.7	585	81995
35076	Orléans	validated	Saint-Fleur	Roger	People's Party	986	1.2	585	81995
35076	Orléans	validated	Wiens	Jacqui	NDP-New Democratic Party	9428	11.6	585	81995
35077	Ottawa South	preliminary	Bolaños	Rodrigo André	People's Party	701	1.1	0	63752
35077	Ottawa South	preliminary	Bouragba	Ahmed	Independent	149	0.2	0	63752
35077	Ottawa South	preliminary	Gay	Morgan	NDP-New Democratic Party	10130	15.9	0	63752
35077	Ottawa South	preliminary	Laith	Sarmad	Independent	84	0.1	0	63752
35077	Ottawa South	preliminary	McGuinty	David	Liberal	33433	52.4	0	63752
35077	Ottawa South	preliminary	Schram	Les	Green Party	3454	5.4	0	63752
35077	Ottawa South	preliminary	Tannis	Eli	Conservative	15707	24.6	0	63752
35077	Ottawa South	preliminary	Wasslen	Larry	Communist	94	0.1	0	63752
35077	Ottawa South	validated	Bolaños	Rodrigo André	People's Party	717	1.1	574	65950
35077	Ottawa South	validated	Bouragba	Ahmed	Independent	141	0.2	574	65950
35077	Ottawa South	validated	Gay	Morgan	NDP-New Democratic Party	10457	16	574	65950
35077	Ottawa South	validated	Laith	Sarmad	Independent	87	0.1	574	65950
35077	Ottawa South	validated	McGuinty	David	Liberal	34205	52.3	574	65950
35077	Ottawa South	validated	Schram	Les	Green Party	3645	5.6	574	65950
35077	Ottawa South	validated	Tannis	Eli	Conservative	16025	24.5	574	65950
35077	Ottawa South	validated	Wasslen	Larry	Communist	99	0.2	574	65950
35078	Ottawa--Vanier	preliminary	Altman	Joel	Independent	239	0.4	0	62185
35078	Ottawa--Vanier	preliminary	Bernard	Joel E.	Conservative	10766	17.3	0	62185
35078	Ottawa--Vanier	preliminary	Durst	Paul	People's Party	1186	1.9	0	62185
35078	Ottawa--Vanier	preliminary	Fortier	Mona	Liberal	31487	50.6	0	62185
35078	Ottawa--Vanier	preliminary	Legeais	Christian	ML	367	0.6	0	62185
35078	Ottawa--Vanier	preliminary	McHugh	Daniel James	Independent	94	0.2	0	62185
35078	Ottawa--Vanier	preliminary	Mercier	Stéphanie	NDP-New Democratic Party	13034	21	0	62185
35078	Ottawa--Vanier	preliminary	Miller	Derek	Parti Rhinocéros Party	339	0.5	0	62185
35078	Ottawa--Vanier	preliminary	Ngabirano	Oriana	Green Party	4522	7.3	0	62185
35078	Ottawa--Vanier	preliminary	Paquette	Michelle	Communist	151	0.2	0	62185
35078	Ottawa--Vanier	validated	Altman	Joel	Independent	211	0.3	699	64580
35078	Ottawa--Vanier	validated	Bernard	Joel E.	Conservative	11118	17.4	699	64580
35078	Ottawa--Vanier	validated	Durst	Paul	People's Party	1064	1.7	699	64580
35078	Ottawa--Vanier	validated	Fortier	Mona	Liberal	32679	51.2	699	64580
35078	Ottawa--Vanier	validated	Legeais	Christian	ML	59	0.1	699	64580
35078	Ottawa--Vanier	validated	McHugh	Daniel James	Independent	94	0.1	699	64580
35078	Ottawa--Vanier	validated	Mercier	Stéphanie	NDP-New Democratic Party	13516	21.2	699	64580
35078	Ottawa--Vanier	validated	Miller	Derek	Parti Rhinocéros Party	229	0.4	699	64580
35078	Ottawa--Vanier	validated	Ngabirano	Oriana	Green Party	4796	7.5	699	64580
35078	Ottawa--Vanier	validated	Paquette	Michelle	Communist	115	0.2	699	64580
35079	Ottawa West--Nepean	preliminary	Abdi	Abdul	Conservative	16491	27.2	0	60699
35079	Ottawa West--Nepean	preliminary	Cama	Vincent	Communist	99	0.2	0	60699
35079	Ottawa West--Nepean	preliminary	Guevorkian	Serge	People's Party	820	1.4	0	60699
35079	Ottawa West--Nepean	preliminary	Lin	Nick	ML	46	0.1	0	60699
35079	Ottawa West--Nepean	preliminary	MacEwen	Angella	NDP-New Democratic Party	11401	18.8	0	60699
35079	Ottawa West--Nepean	preliminary	Moore	Butch	No Affiliation	70	0.1	0	60699
35079	Ottawa West--Nepean	preliminary	Mulligan	Sean	Christian Heritage Party	350	0.6	0	60699
35079	Ottawa West--Nepean	preliminary	Stibbe	David	Green Party	3823	6.3	0	60699
35079	Ottawa West--Nepean	preliminary	Vandenbeld	Anita	Liberal	27599	45.5	0	60699
35079	Ottawa West--Nepean	validated	Abdi	Abdul	Conservative	16876	27.1	602	62808
35079	Ottawa West--Nepean	validated	Cama	Vincent	Communist	103	0.2	602	62808
35079	Ottawa West--Nepean	validated	Guevorkian	Serge	People's Party	839	1.3	602	62808
35079	Ottawa West--Nepean	validated	Lin	Nick	ML	48	0.1	602	62808
35079	Ottawa West--Nepean	validated	MacEwen	Angella	NDP-New Democratic Party	11646	18.7	602	62808
35079	Ottawa West--Nepean	validated	Moore	Butch	No Affiliation	71	0.1	602	62808
35079	Ottawa West--Nepean	validated	Mulligan	Sean	Christian Heritage Party	351	0.6	602	62808
35079	Ottawa West--Nepean	validated	Stibbe	David	Green Party	3894	6.3	602	62808
35079	Ottawa West--Nepean	validated	Vandenbeld	Anita	Liberal	28378	45.6	602	62808
35080	Oxford	preliminary	Aldred	Melody	Christian Heritage Party	983	1.6	0	60469
35080	Oxford	preliminary	Birtch-Carriere	Lisa	Green Party	4699	7.8	0	60469
35080	Oxford	preliminary	Chambers	Matthew	NDP-New Democratic Party	12188	20.2	0	60469
35080	Oxford	preliminary	Knight	Brendan	Liberal	11621	19.2	0	60469
35080	Oxford	preliminary	MacKenzie	Dave	Conservative	29209	48.3	0	60469
35080	Oxford	preliminary	Martin	Wendy	People's Party	1769	2.9	0	60469
35080	Oxford	validated	Aldred	Melody	Christian Heritage Party	986	1.6	528	61419
35080	Oxford	validated	Birtch-Carriere	Lisa	Green Party	4770	7.8	528	61419
35080	Oxford	validated	Chambers	Matthew	NDP-New Democratic Party	12306	20.2	528	61419
35080	Oxford	validated	Knight	Brendan	Liberal	11745	19.3	528	61419
35080	Oxford	validated	MacKenzie	Dave	Conservative	29310	48.1	528	61419
35080	Oxford	validated	Martin	Wendy	People's Party	1774	2.9	528	61419
35081	Parkdale--High Park	preliminary	Capra	Nick	Green Party	3898	6.5	0	59952
35081	Parkdale--High Park	preliminary	Gershuny	Lorne	ML	43	0.1	0	59952
35081	Parkdale--High Park	preliminary	Pabani	Alykhan	Communist	120	0.2	0	59952
35081	Parkdale--High Park	preliminary	Parker	Terry	Radical Marijuana	118	0.2	0	59952
35081	Parkdale--High Park	preliminary	Pham	Adam	Conservative	7960	13.3	0	59952
35081	Parkdale--High Park	preliminary	Taylor	Paul	NDP-New Democratic Party	18777	31.3	0	59952
35081	Parkdale--High Park	preliminary	Virani	Arif	Liberal	28408	47.4	0	59952
35081	Parkdale--High Park	preliminary	Wycliffe	Greg	People's Party	628	1	0	59952
35081	Parkdale--High Park	validated	Capra	Nick	Green Party	3916	6.4	382	61269
35081	Parkdale--High Park	validated	Gershuny	Lorne	ML	43	0.1	382	61269
35081	Parkdale--High Park	validated	Pabani	Alykhan	Communist	119	0.2	382	61269
35081	Parkdale--High Park	validated	Parker	Terry	Radical Marijuana	119	0.2	382	61269
35081	Parkdale--High Park	validated	Pham	Adam	Conservative	8015	13.2	382	61269
35081	Parkdale--High Park	validated	Taylor	Paul	NDP-New Democratic Party	19180	31.5	382	61269
35081	Parkdale--High Park	validated	Virani	Arif	Liberal	28852	47.4	382	61269
35081	Parkdale--High Park	validated	Wycliffe	Greg	People's Party	643	1.1	382	61269
35082	Parry Sound--Muskoka	preliminary	Aitchison	Scott	Conservative	22676	41.9	0	54080
35082	Parry Sound--Muskoka	preliminary	Cowie	Trisha	Liberal	16418	30.4	0	54080
35082	Parry Sound--Muskoka	preliminary	Miller	Gord	Green Party	8274	15.3	0	54080
35082	Parry Sound--Muskoka	preliminary	Predie Jr	Daniel	Independent	376	0.7	0	54080
35082	Parry Sound--Muskoka	preliminary	Young	Tom	NDP-New Democratic Party	6336	11.7	0	54080
35082	Parry Sound--Muskoka	validated	Aitchison	Scott	Conservative	22845	41.8	392	55055
35082	Parry Sound--Muskoka	validated	Cowie	Trisha	Liberal	16615	30.4	392	55055
35082	Parry Sound--Muskoka	validated	Miller	Gord	Green Party	8409	15.4	392	55055
35082	Parry Sound--Muskoka	validated	Predie Jr	Daniel	Independent	377	0.7	392	55055
35082	Parry Sound--Muskoka	validated	Young	Tom	NDP-New Democratic Party	6417	11.7	392	55055
35083	Perth--Wellington	preliminary	DeVries	Irma	Christian Heritage Party	733	1.3	0	54921
35083	Perth--Wellington	preliminary	Fuhr	Roger	People's Party	894	1.6	0	54921
35083	Perth--Wellington	preliminary	Krauter	Geoff	NDP-New Democratic Party	8081	14.7	0	54921
35083	Perth--Wellington	preliminary	Mitchell	Pirie	Liberal	14827	27	0	54921
35083	Perth--Wellington	preliminary	Nater	John	Conservative	25504	46.4	0	54921
35083	Perth--Wellington	preliminary	Simmons	Collan	Green Party	4882	8.9	0	54921
35083	Perth--Wellington	validated	DeVries	Irma	Christian Heritage Party	733	1.3	381	55675
35083	Perth--Wellington	validated	Fuhr	Roger	People's Party	894	1.6	381	55675
35083	Perth--Wellington	validated	Krauter	Geoff	NDP-New Democratic Party	8094	14.6	381	55675
35083	Perth--Wellington	validated	Mitchell	Pirie	Liberal	15002	27.1	381	55675
35083	Perth--Wellington	validated	Nater	John	Conservative	25622	46.3	381	55675
35083	Perth--Wellington	validated	Simmons	Collan	Green Party	4949	9	381	55675
35084	Peterborough--Kawartha	preliminary	Bowers	Robert M	Independent	176	0.3	0	68854
35084	Peterborough--Kawartha	preliminary	MacGregor	Andrew	Green Party	4857	7.1	0	68854
35084	Peterborough--Kawartha	preliminary	Monsef	Maryam	Liberal	26979	39.2	0	68854
35084	Peterborough--Kawartha	preliminary	Murphy	Alexander	People's Party	876	1.3	0	68854
35084	Peterborough--Kawartha	preliminary	Ranney	Ken	Stop Climate Change	172	0.2	0	68854
35084	Peterborough--Kawartha	preliminary	Shaw	Candace	NDP-New Democratic Party	11698	17	0	68854
35084	Peterborough--Kawartha	preliminary	Skinner	Michael	Conservative	24096	35	0	68854
35084	Peterborough--Kawartha	validated	Bowers	Robert M	Independent	180	0.3	448	70249
35084	Peterborough--Kawartha	validated	MacGregor	Andrew	Green Party	4930	7.1	448	70249
35084	Peterborough--Kawartha	validated	Monsef	Maryam	Liberal	27400	39.3	448	70249
35084	Peterborough--Kawartha	validated	Murphy	Alexander	People's Party	890	1.3	448	70249
35084	Peterborough--Kawartha	validated	Ranney	Ken	Stop Climate Change	172	0.2	448	70249
35084	Peterborough--Kawartha	validated	Shaw	Candace	NDP-New Democratic Party	11872	17	448	70249
35084	Peterborough--Kawartha	validated	Skinner	Michael	Conservative	24357	34.9	448	70249
35085	Pickering--Uxbridge	preliminary	Chisu	Corneliu	People's Party	1239	2	0	62751
35085	Pickering--Uxbridge	preliminary	Forint	Peter	Green Party	3711	5.9	0	62751
35085	Pickering--Uxbridge	preliminary	Higdon	Eileen	NDP-New Democratic Party	7462	11.9	0	62751
35085	Pickering--Uxbridge	preliminary	Musarat	Cyma	Conservative	18320	29.2	0	62751
35085	Pickering--Uxbridge	preliminary	O'Connell	Jennifer	Liberal	32019	51	0	62751
35085	Pickering--Uxbridge	validated	Chisu	Corneliu	People's Party	1265	2	407	63902
35085	Pickering--Uxbridge	validated	Forint	Peter	Green Party	3799	6	407	63902
35085	Pickering--Uxbridge	validated	Higdon	Eileen	NDP-New Democratic Party	7582	11.9	407	63902
35085	Pickering--Uxbridge	validated	Musarat	Cyma	Conservative	18462	29.1	407	63902
35085	Pickering--Uxbridge	validated	O'Connell	Jennifer	Liberal	32387	51	407	63902
35086	Renfrew--Nipissing--Pembroke	preliminary	Ainsworth	David	People's Party	1402	2.4	0	57506
35086	Renfrew--Nipissing--Pembroke	preliminary	Cherrin	Robert	VCP	317	0.6	0	57506
35086	Renfrew--Nipissing--Pembroke	preliminary	Criger	Dan	Independent	1111	1.9	0	57506
35086	Renfrew--Nipissing--Pembroke	preliminary	Davis	Jonathan	Independent	198	0.3	0	57506
35086	Renfrew--Nipissing--Pembroke	preliminary	Gallant	Cheryl	Conservative	30287	52.7	0	57506
35086	Renfrew--Nipissing--Pembroke	preliminary	Jones-Whyte	Eileen	NDP-New Democratic Party	8587	14.9	0	57506
35086	Renfrew--Nipissing--Pembroke	preliminary	Klietsch	Stefan	Libertarian	255	0.4	0	57506
35086	Renfrew--Nipissing--Pembroke	preliminary	Kumar	Dheerendra	Independent	915	1.6	0	57506
35086	Renfrew--Nipissing--Pembroke	preliminary	Marini	Ruben	Liberal	11326	19.7	0	57506
35086	Renfrew--Nipissing--Pembroke	preliminary	Pineau	Ian	Green Party	3108	5.4	0	57506
35086	Renfrew--Nipissing--Pembroke	validated	Ainsworth	David	People's Party	1463	2.5	471	59428
35086	Renfrew--Nipissing--Pembroke	validated	Cherrin	Robert	VCP	358	0.6	471	59428
35086	Renfrew--Nipissing--Pembroke	validated	Criger	Dan	Independent	1125	1.9	471	59428
35086	Renfrew--Nipissing--Pembroke	validated	Davis	Jonathan	Independent	200	0.3	471	59428
35086	Renfrew--Nipissing--Pembroke	validated	Gallant	Cheryl	Conservative	31080	52.7	471	59428
35086	Renfrew--Nipissing--Pembroke	validated	Jones-Whyte	Eileen	NDP-New Democratic Party	8786	14.9	471	59428
