district	district_name	results_type	surname	given_name	party	votes	percent_votes	rejected_ballots	total_ballots
48007	Calgary Heritage	preliminary	Heffernan	Holly	NDP-New Democratic Party	5038	9.1	0	55202
48007	Calgary Heritage	preliminary	Hoeppner	Stephanie	People's Party	1076	1.9	0	55202
48007	Calgary Heritage	preliminary	Mills	Hunter	Independent	221	0.4	0	55202
48007	Calgary Heritage	preliminary	Tulick	Allie	Green Party	1917	3.5	0	55202
48007	Calgary Heritage	validated	Benzen	Bob	Conservative	40817	70.7	260	57975
48007	Calgary Heritage	validated	Forsyth	Scott	Liberal	8057	14	260	57975
48007	Calgary Heritage	validated	Heather	Larry R.	Christian Heritage Party	185	0.3	260	57975
48007	Calgary Heritage	validated	Heffernan	Holly	NDP-New Democratic Party	5278	9.1	260	57975
48007	Calgary Heritage	validated	Hoeppner	Stephanie	People's Party	1123	1.9	260	57975
48007	Calgary Heritage	validated	Mills	Hunter	Independent	228	0.4	260	57975
48007	Calgary Heritage	validated	Tulick	Allie	Green Party	2027	3.5	260	57975
48008	Calgary Midnapore	preliminary	Aalto	Brian	Liberal	7320	11	0	66717
48008	Calgary Midnapore	preliminary	Bhachu	Gurmit	NDP-New Democratic Party	6193	9.3	0	66717
48008	Calgary Midnapore	preliminary	Gao	Edward	People's Party	1562	2.3	0	66717
48008	Calgary Midnapore	preliminary	Kusie	Stephanie	Conservative	49700	74.5	0	66717
48008	Calgary Midnapore	preliminary	Stasila	Taylor	Green Party	1942	2.9	0	66717
48008	Calgary Midnapore	validated	Aalto	Brian	Liberal	7507	11	338	68426
48008	Calgary Midnapore	validated	Bhachu	Gurmit	NDP-New Democratic Party	6445	9.5	338	68426
48008	Calgary Midnapore	validated	Gao	Edward	People's Party	1585	2.3	338	68426
48008	Calgary Midnapore	validated	Kusie	Stephanie	Conservative	50559	74.3	338	68426
48008	Calgary Midnapore	validated	Stasila	Taylor	Green Party	1992	2.9	338	68426
48009	Calgary Nose Hill	preliminary	Askin	Peggy	ML	67	0.1	0	54281
48009	Calgary Nose Hill	preliminary	Grossé	Jocelyn	Green Party	1478	2.7	0	54281
48009	Calgary Nose Hill	preliminary	King	Patrick	NDP-New Democratic Party	5107	9.4	0	54281
48009	Calgary Nose Hill	preliminary	Lorencz	Kelly	People's Party	1073	2	0	54281
48009	Calgary Nose Hill	preliminary	Rempel	Michelle	Conservative	37950	69.9	0	54281
48009	Calgary Nose Hill	preliminary	Tsang	Josephine	Liberal	8606	15.9	0	54281
48009	Calgary Nose Hill	validated	Askin	Peggy	ML	71	0.1	262	55571
48009	Calgary Nose Hill	validated	Grossé	Jocelyn	Green Party	1554	2.8	262	55571
48009	Calgary Nose Hill	validated	King	Patrick	NDP-New Democratic Party	5304	9.6	262	55571
48009	Calgary Nose Hill	validated	Lorencz	Kelly	People's Party	1089	2	262	55571
48009	Calgary Nose Hill	validated	Rempel	Michelle	Conservative	38588	69.8	262	55571
48009	Calgary Nose Hill	validated	Tsang	Josephine	Liberal	8703	15.7	262	55571
48010	Calgary Rocky Ridge	preliminary	Kathol	Todd	Liberal	12694	18.3	0	69258
48010	Calgary Rocky Ridge	preliminary	Kelly	Pat	Conservative	47477	68.6	0	69258
48010	Calgary Rocky Ridge	preliminary	LeBlanc Fortin	Nathan	NDP-New Democratic Party	5869	8.5	0	69258
48010	Calgary Rocky Ridge	preliminary	Poulin	Tyler	People's Party	1026	1.5	0	69258
48010	Calgary Rocky Ridge	preliminary	Wang	Shaoli	Independent	265	0.4	0	69258
48010	Calgary Rocky Ridge	preliminary	Wright	Catriona	Green Party	1927	2.8	0	69258
48010	Calgary Rocky Ridge	validated	Kathol	Todd	Liberal	13012	18.4	284	70934
48010	Calgary Rocky Ridge	validated	Kelly	Pat	Conservative	48253	68.3	284	70934
48010	Calgary Rocky Ridge	validated	LeBlanc Fortin	Nathan	NDP-New Democratic Party	6051	8.6	284	70934
48010	Calgary Rocky Ridge	validated	Poulin	Tyler	People's Party	1053	1.5	284	70934
48010	Calgary Rocky Ridge	validated	Wang	Shaoli	Independent	270	0.4	284	70934
48010	Calgary Rocky Ridge	validated	Wright	Catriona	Green Party	2011	2.8	284	70934
48011	Calgary Shepard	preliminary	Arnold	Del	Liberal	8461	11	0	76885
48011	Calgary Shepard	preliminary	Kmiec	Tom	Conservative	57793	75.2	0	76885
48011	Calgary Shepard	preliminary	Scott	Kyle	People's Party	1719	2.2	0	76885
48011	Calgary Shepard	preliminary	Smith	David Brian	NDP-New Democratic Party	6639	8.6	0	76885
48011	Calgary Shepard	preliminary	Tanaka	Evelyn	Green Party	2273	3	0	76885
48011	Calgary Shepard	validated	Arnold	Del	Liberal	8644	11.1	441	78581
48011	Calgary Shepard	validated	Kmiec	Tom	Conservative	58614	75	441	78581
48011	Calgary Shepard	validated	Scott	Kyle	People's Party	1709	2.2	441	78581
48011	Calgary Shepard	validated	Smith	David Brian	NDP-New Democratic Party	6828	8.7	441	78581
48011	Calgary Shepard	validated	Tanaka	Evelyn	Green Party	2345	3	441	78581
48012	Calgary Signal Hill	preliminary	Ahmed	Khalis	NDP-New Democratic Party	5121	8.3	0	61870
48012	Calgary Signal Hill	preliminary	Alatrash	Ghada	Liberal	9370	15.1	0	61870
48012	Calgary Signal Hill	preliminary	Bassett	Christina	Parti Rhinocéros Party	505	0.8	0	61870
48012	Calgary Signal Hill	preliminary	Dirk	Garry	Christian Heritage Party	195	0.3	0	61870
48012	Calgary Signal Hill	preliminary	Liepert	Ron	Conservative	43535	70.4	0	61870
48012	Calgary Signal Hill	preliminary	Reid	Marco	Green Party	2044	3.3	0	61870
48012	Calgary Signal Hill	preliminary	Squire	Gord	People's Party	1100	1.8	0	61870
48012	Calgary Signal Hill	validated	Ahmed	Khalis	NDP-New Democratic Party	5355	8.4	241	63719
48012	Calgary Signal Hill	validated	Alatrash	Ghada	Liberal	9722	15.3	241	63719
48012	Calgary Signal Hill	validated	Bassett	Christina	Parti Rhinocéros Party	511	0.8	241	63719
48012	Calgary Signal Hill	validated	Dirk	Garry	Christian Heritage Party	200	0.3	241	63719
48012	Calgary Signal Hill	validated	Liepert	Ron	Conservative	44421	70	241	63719
48012	Calgary Signal Hill	validated	Reid	Marco	Green Party	2139	3.4	241	63719
48012	Calgary Signal Hill	validated	Squire	Gord	People's Party	1130	1.8	241	63719
48013	Calgary Skyview	preliminary	Alexander	Joseph	Christian Heritage Party	508	1	0	49874
48013	Calgary Skyview	preliminary	Blanchard	Daniel	ML	127	0.3	0	49874
48013	Calgary Skyview	preliminary	Dawar	Harpreet Singh	CFF - Canada's Fourth Front	133	0.3	0	49874
48013	Calgary Skyview	preliminary	Dhillon	Harry	People's Party	584	1.2	0	49874
48013	Calgary Skyview	preliminary	Gill	Gurinder Singh	NDP-New Democratic Party	7414	14.9	0	49874
48013	Calgary Skyview	preliminary	Knutson	Signe	Green Party	781	1.6	0	49874
48013	Calgary Skyview	preliminary	Naidoo	Nirmala	Liberal	14134	28.3	0	49874
48013	Calgary Skyview	preliminary	Sahota	Jag	Conservative	26193	52.5	0	49874
48013	Calgary Skyview	validated	Alexander	Joseph	Christian Heritage Party	483	1	497	51049
48013	Calgary Skyview	validated	Blanchard	Daniel	ML	130	0.3	497	51049
48013	Calgary Skyview	validated	Dawar	Harpreet Singh	CFF - Canada's Fourth Front	136	0.3	497	51049
48013	Calgary Skyview	validated	Dhillon	Harry	People's Party	603	1.2	497	51049
48013	Calgary Skyview	validated	Gill	Gurinder Singh	NDP-New Democratic Party	7540	14.9	497	51049
48013	Calgary Skyview	validated	Knutson	Signe	Green Party	800	1.6	497	51049
48013	Calgary Skyview	validated	Naidoo	Nirmala	Liberal	14327	28.3	497	51049
48013	Calgary Skyview	validated	Sahota	Jag	Conservative	26533	52.5	497	51049
48014	Edmonton Centre	preliminary	Boissonnault	Randy	Liberal	17000	32.9	0	51745
48014	Edmonton Centre	preliminary	Cumming	James	Conservative	21586	41.7	0	51745
48014	Edmonton Centre	preliminary	Eckstrom	Donovan	Parti Rhinocéros Party	201	0.4	0	51745
48014	Edmonton Centre	preliminary	Hookham	Paul	People's Party	778	1.5	0	51745
48014	Edmonton Centre	preliminary	Morton	Peggy	ML	76	0.1	0	51745
48014	Edmonton Centre	preliminary	Murray	Grad	Green Party	1332	2.6	0	51745
48014	Edmonton Centre	preliminary	Pirbhai	Adil	Independent	113	0.2	0	51745
48014	Edmonton Centre	preliminary	Swampy	Katherine	NDP-New Democratic Party	10659	20.6	0	51745
48014	Edmonton Centre	validated	Boissonnault	Randy	Liberal	17524	33	362	53454
48014	Edmonton Centre	validated	Cumming	James	Conservative	22006	41.4	362	53454
48014	Edmonton Centre	validated	Eckstrom	Donovan	Parti Rhinocéros Party	206	0.4	362	53454
48014	Edmonton Centre	validated	Hookham	Paul	People's Party	805	1.5	362	53454
48014	Edmonton Centre	validated	Morton	Peggy	ML	79	0.1	362	53454
48014	Edmonton Centre	validated	Murray	Grad	Green Party	1394	2.6	362	53454
48014	Edmonton Centre	validated	Pirbhai	Adil	Independent	119	0.2	362	53454
48014	Edmonton Centre	validated	Swampy	Katherine	NDP-New Democratic Party	10959	20.6	362	53454
48015	Edmonton Griesbach	preliminary	Alva Armas	Christine	Christian Heritage Party	234	0.5	0	45977
48015	Edmonton Griesbach	preliminary	Boykowich	Alex	Communist	322	0.7	0	45977
48015	Edmonton Griesbach	preliminary	Cherrington	Mark	NDP-New Democratic Party	11499	25	0	45977
48015	Edmonton Griesbach	preliminary	Diotte	Kerry	Conservative	23551	51.2	0	45977
48015	Edmonton Griesbach	preliminary	Gudanowski	Andrzej	Independent	231	0.5	0	45977
48015	Edmonton Griesbach	preliminary	Joyce	Mary	ML	102	0.2	0	45977
48015	Edmonton Griesbach	preliminary	Khan	Safi	Green Party	1205	2.6	0	45977
48015	Edmonton Griesbach	preliminary	Mohamud	Habiba	Liberal	7805	17	0	45977
48015	Edmonton Griesbach	preliminary	Nichols	Barbara Ellen	People's Party	1028	2.2	0	45977
48015	Edmonton Griesbach	validated	Alva Armas	Christine	Christian Heritage Party	203	0.4	319	47282
48015	Edmonton Griesbach	validated	Boykowich	Alex	Communist	170	0.4	319	47282
48015	Edmonton Griesbach	validated	Cherrington	Mark	NDP-New Democratic Party	11800	25.1	319	47282
48015	Edmonton Griesbach	validated	Diotte	Kerry	Conservative	24120	51.4	319	47282
48015	Edmonton Griesbach	validated	Gudanowski	Andrzej	Independent	216	0.5	319	47282
48015	Edmonton Griesbach	validated	Joyce	Mary	ML	91	0.2	319	47282
48015	Edmonton Griesbach	validated	Khan	Safi	Green Party	1189	2.5	319	47282
48015	Edmonton Griesbach	validated	Mohamud	Habiba	Liberal	8100	17.2	319	47282
48015	Edmonton Griesbach	validated	Nichols	Barbara Ellen	People's Party	1074	2.3	319	47282
48016	Edmonton Manning	preliminary	Aboultaif	Ziad	Conservative	28837	56.4	0	51125
48016	Edmonton Manning	preliminary	Kadri	Kamal	Liberal	10903	21.3	0	51125
48016	Edmonton Manning	preliminary	Phiri	Pam	Christian Heritage Party	257	0.5	0	51125
48016	Edmonton Manning	preliminary	Shaw	Laura-Leah	Green Party	1123	2.2	0	51125
48016	Edmonton Manning	preliminary	St. Germain	Charmaine	NDP-New Democratic Party	8924	17.5	0	51125
48016	Edmonton Manning	preliminary	Summers	Daniel	People's Party	1016	2	0	51125
48016	Edmonton Manning	preliminary	Vachon	Andre	ML	65	0.1	0	51125
48016	Edmonton Manning	validated	Aboultaif	Ziad	Conservative	30425	55.9	357	54737
48016	Edmonton Manning	validated	Kadri	Kamal	Liberal	11692	21.5	357	54737
48016	Edmonton Manning	validated	Phiri	Pam	Christian Heritage Party	276	0.5	357	54737
48016	Edmonton Manning	validated	Shaw	Laura-Leah	Green Party	1255	2.3	357	54737
48016	Edmonton Manning	validated	St. Germain	Charmaine	NDP-New Democratic Party	9555	17.6	357	54737
48016	Edmonton Manning	validated	Summers	Daniel	People's Party	1109	2	357	54737
48016	Edmonton Manning	validated	Vachon	Andre	ML	68	0.1	357	54737
48017	Edmonton Mill Woods	preliminary	Herbert	Tanya	Green Party	944	1.8	0	52417
48017	Edmonton Mill Woods	preliminary	Logan	Nigel	NDP-New Democratic Party	6284	12	0	52417
48017	Edmonton Mill Woods	preliminary	Melanson	Don	Christian Heritage Party	211	0.4	0	52417
48017	Edmonton Mill Woods	preliminary	Sohi	Amarjeet	Liberal	17611	33.6	0	52417
48017	Edmonton Mill Woods	preliminary	Uppal	Tim	Conservative	26425	50.4	0	52417
48017	Edmonton Mill Woods	preliminary	Young	Annie	People's Party	942	1.8	0	52417
48017	Edmonton Mill Woods	validated	Herbert	Tanya	Green Party	968	1.8	342	53519
48017	Edmonton Mill Woods	validated	Logan	Nigel	NDP-New Democratic Party	6422	12.1	342	53519
48017	Edmonton Mill Woods	validated	Melanson	Don	Christian Heritage Party	219	0.4	342	53519
48017	Edmonton Mill Woods	validated	Sohi	Amarjeet	Liberal	17879	33.6	342	53519
48017	Edmonton Mill Woods	validated	Uppal	Tim	Conservative	26736	50.3	342	53519
48017	Edmonton Mill Woods	validated	Young	Annie	People's Party	953	1.8	342	53519
48018	Edmonton Riverbend	preliminary	Chaudary	Tariq	Liberal	13591	22.8	0	59661
48018	Edmonton Riverbend	preliminary	Jeneroux	Matt	Conservative	34491	57.8	0	59661
48018	Edmonton Riverbend	preliminary	Kennedy	Valerie	Green Party	1722	2.9	0	59661
48018	Edmonton Riverbend	preliminary	Morris	Kevin	People's Party	844	1.4	0	59661
48018	Edmonton Riverbend	preliminary	Redman	Audrey	NDP-New Democratic Party	9013	15.1	0	59661
48018	Edmonton Riverbend	validated	Chaudary	Tariq	Liberal	14038	23	329	61477
48018	Edmonton Riverbend	validated	Jeneroux	Matt	Conservative	35126	57.4	329	61477
48018	Edmonton Riverbend	validated	Kennedy	Valerie	Green Party	1797	2.9	329	61477
48018	Edmonton Riverbend	validated	Morris	Kevin	People's Party	855	1.4	329	61477
48018	Edmonton Riverbend	validated	Redman	Audrey	NDP-New Democratic Party	9332	15.3	329	61477
48019	Edmonton Strathcona	preliminary	Cameron	Ian	People's Party	921	1.7	0	55381
48019	Edmonton Strathcona	preliminary	Kalmanovitch	Michael	Green Party	1076	1.9	0	55381
48019	Edmonton Strathcona	preliminary	Lilly	Sam	Conservative	20634	37.3	0	55381
48019	Edmonton Strathcona	preliminary	MacDonald	Dougal	ML	75	0.1	0	55381
48019	Edmonton Strathcona	preliminary	McPherson	Heather	NDP-New Democratic Party	26189	47.3	0	55381
48019	Edmonton Strathcona	preliminary	Olszewski	Eleanor	Liberal	6362	11.5	0	55381
48019	Edmonton Strathcona	preliminary	Rankin	Naomi	Communist	124	0.2	0	55381
48019	Edmonton Strathcona	validated	Cameron	Ian	People's Party	941	1.7	250	56995
48019	Edmonton Strathcona	validated	Kalmanovitch	Michael	Green Party	1152	2	250	56995
48019	Edmonton Strathcona	validated	Lilly	Sam	Conservative	21035	37.1	250	56995
48019	Edmonton Strathcona	validated	MacDonald	Dougal	ML	77	0.1	250	56995
48019	Edmonton Strathcona	validated	McPherson	Heather	NDP-New Democratic Party	26823	47.3	250	56995
48019	Edmonton Strathcona	validated	Olszewski	Eleanor	Liberal	6592	11.6	250	56995
48019	Edmonton Strathcona	validated	Rankin	Naomi	Communist	125	0.2	250	56995
48020	Edmonton West	preliminary	Armstrong	Matthew	People's Party	1105	1.9	0	57589
48020	Edmonton West	preliminary	Johnston	Kerrie	Liberal	11555	20.1	0	57589
48020	Edmonton West	preliminary	McCauley	Kelly	Conservative	35181	61.1	0	57589
48020	Edmonton West	preliminary	Pearce	Jackie	Green Party	1383	2.4	0	57589
48020	Edmonton West	preliminary	Steuber	Patrick	NDP-New Democratic Party	8365	14.5	0	57589
48020	Edmonton West	validated	Armstrong	Matthew	People's Party	1126	1.9	304	58939
48020	Edmonton West	validated	Johnston	Kerrie	Liberal	11812	20.1	304	58939
48020	Edmonton West	validated	McCauley	Kelly	Conservative	35719	60.9	304	58939
48020	Edmonton West	validated	Pearce	Jackie	Green Party	1441	2.5	304	58939
48020	Edmonton West	validated	Steuber	Patrick	NDP-New Democratic Party	8537	14.6	304	58939
48021	Edmonton--Wetaskiwin	preliminary	Calliou	Travis	VCP	211	0.2	0	85093
48021	Edmonton--Wetaskiwin	preliminary	Doell	Neil	People's Party	1641	1.9	0	85093
48021	Edmonton--Wetaskiwin	preliminary	Drzymala	Emily	Green Party	1609	1.9	0	85093
48021	Edmonton--Wetaskiwin	preliminary	Garver	Noah	NDP-New Democratic Party	9623	11.3	0	85093
48021	Edmonton--Wetaskiwin	preliminary	Lake	Mike	Conservative	61709	72.5	0	85093
48021	Edmonton--Wetaskiwin	preliminary	Wong	Richard	Liberal	10300	12.1	0	85093
48021	Edmonton--Wetaskiwin	validated	Calliou	Travis	VCP	211	0.2	392	87847
48021	Edmonton--Wetaskiwin	validated	Doell	Neil	People's Party	1616	1.8	392	87847
48021	Edmonton--Wetaskiwin	validated	Drzymala	Emily	Green Party	1660	1.9	392	87847
48021	Edmonton--Wetaskiwin	validated	Garver	Noah	NDP-New Democratic Party	9820	11.2	392	87847
48021	Edmonton--Wetaskiwin	validated	Lake	Mike	Conservative	63346	72.4	392	87847
48021	Edmonton--Wetaskiwin	validated	Wong	Richard	Liberal	10802	12.4	392	87847
48022	Foothills	preliminary	Barlow	John	Conservative	52907	82.3	0	64290
48022	Foothills	preliminary	Hendi	Mickail	NDP-New Democratic Party	3641	5.7	0	64290
48022	Foothills	preliminary	Hession	Greg	People's Party	1668	2.6	0	64290
48022	Foothills	preliminary	Lacey	Bridget	Green Party	2309	3.6	0	64290
48022	Foothills	preliminary	Moller	Cheryl	Liberal	3765	5.9	0	64290
48022	Foothills	validated	Barlow	John	Conservative	53872	82.1	290	65881
48022	Foothills	validated	Hendi	Mickail	NDP-New Democratic Party	3767	5.7	290	65881
48022	Foothills	validated	Hession	Greg	People's Party	1698	2.6	290	65881
48022	Foothills	validated	Lacey	Bridget	Green Party	2398	3.7	290	65881
48022	Foothills	validated	Moller	Cheryl	Liberal	3856	5.9	290	65881
48023	Fort McMurray--Cold Lake	preliminary	Barrett	Matthew	People's Party	1583	3.2	0	49680
48023	Fort McMurray--Cold Lake	preliminary	Deheer	Brian	Green Party	857	1.7	0	49680
48023	Fort McMurray--Cold Lake	preliminary	Farrington	Maggie	Liberal	4708	9.5	0	49680
48023	Fort McMurray--Cold Lake	preliminary	Gilks	Matthew	NDP-New Democratic Party	2767	5.6	0	49680
48023	Fort McMurray--Cold Lake	preliminary	Yurdiga	David	Conservative	39765	80	0	49680
48023	Fort McMurray--Cold Lake	validated	Barrett	Matthew	People's Party	1674	3.3	258	51234
48023	Fort McMurray--Cold Lake	validated	Deheer	Brian	Green Party	865	1.7	258	51234
48023	Fort McMurray--Cold Lake	validated	Farrington	Maggie	Liberal	4848	9.5	258	51234
48023	Fort McMurray--Cold Lake	validated	Gilks	Matthew	NDP-New Democratic Party	2883	5.7	258	51234
48023	Fort McMurray--Cold Lake	validated	Yurdiga	David	Conservative	40706	79.9	258	51234
48024	Grande Prairie--Mackenzie	preliminary	Alyward	Erin	NDP-New Democratic Party	4064	6.8	0	59936
48024	Grande Prairie--Mackenzie	preliminary	Burchill	Douglas Gordon	People's Party	1473	2.5	0	59936
48024	Grande Prairie--Mackenzie	preliminary	Munro	Kenneth	Liberal	2803	4.7	0	59936
48024	Grande Prairie--Mackenzie	preliminary	Termuende	Shelley	Green Party	1138	1.9	0	59936
48024	Grande Prairie--Mackenzie	preliminary	Warkentin	Chris	Conservative	50458	84.2	0	59936
48024	Grande Prairie--Mackenzie	validated	Alyward	Erin	NDP-New Democratic Party	4245	7	314	61293
48024	Grande Prairie--Mackenzie	validated	Burchill	Douglas Gordon	People's Party	1492	2.4	314	61293
48024	Grande Prairie--Mackenzie	validated	Munro	Kenneth	Liberal	2910	4.8	314	61293
48024	Grande Prairie--Mackenzie	validated	Termuende	Shelley	Green Party	1134	1.9	314	61293
48024	Grande Prairie--Mackenzie	validated	Warkentin	Chris	Conservative	51198	84	314	61293
48025	Lakeland	preliminary	Brunner	Kira	Green Party	1069	1.9	0	56573
48025	Lakeland	preliminary	Graham	Roberta Marie	VCP	145	0.3	0	56573
48025	Lakeland	preliminary	Houle	Alain	People's Party	1440	2.5	0	56573
48025	Lakeland	preliminary	McFadzean	Robert	Libertarian	242	0.4	0	56573
48025	Lakeland	preliminary	Stubbs	Shannon	Conservative	47551	84.1	0	56573
48025	Lakeland	preliminary	Swanson	Jeffrey	NDP-New Democratic Party	3634	6.4	0	56573
48025	Lakeland	preliminary	Watson	Mark	Liberal	2492	4.4	0	56573
48025	Lakeland	validated	Brunner	Kira	Green Party	1105	1.9	198	57776
48025	Lakeland	validated	Graham	Roberta Marie	VCP	147	0.3	198	57776
48025	Lakeland	validated	Houle	Alain	People's Party	1468	2.5	198	57776
48025	Lakeland	validated	McFadzean	Robert	Libertarian	251	0.4	198	57776
48025	Lakeland	validated	Stubbs	Shannon	Conservative	48314	83.9	198	57776
48025	Lakeland	validated	Swanson	Jeffrey	NDP-New Democratic Party	3728	6.5	198	57776
48025	Lakeland	validated	Watson	Mark	Liberal	2565	4.5	198	57776
48026	Lethbridge	preliminary	Bleiken	Shandi	NDP-New Democratic Party	9419	14.9	0	63339
48026	Lethbridge	preliminary	Bronson	Amy	Liberal	8642	13.6	0	63339
48026	Lethbridge	preliminary	Harder	Rachael	Conservative	41580	65.6	0	63339
48026	Lethbridge	preliminary	Hepworth	Grant	People's Party	1025	1.6	0	63339
48026	Lethbridge	preliminary	Slingerland	Marc	Christian Heritage Party	674	1.1	0	63339
48026	Lethbridge	preliminary	Watson	Stephnie	Green Party	1999	3.2	0	63339
48026	Lethbridge	validated	Bleiken	Shandi	NDP-New Democratic Party	9110	14.7	335	62217
48026	Lethbridge	validated	Bronson	Amy	Liberal	8443	13.6	335	62217
48026	Lethbridge	validated	Harder	Rachael	Conservative	40713	65.8	335	62217
48026	Lethbridge	validated	Hepworth	Grant	People's Party	1007	1.6	335	62217
48026	Lethbridge	validated	Slingerland	Marc	Christian Heritage Party	670	1.1	335	62217
48026	Lethbridge	validated	Watson	Stephnie	Green Party	1939	3.1	335	62217
48027	Medicine Hat--Cardston--Warner	preliminary	Hawthorne	Shannon	Green Party	1165	2.2	0	52334
48027	Medicine Hat--Cardston--Warner	preliminary	Kirshenbaum	Harris	Liberal	3467	6.6	0	52334
48027	Medicine Hat--Cardston--Warner	preliminary	Motz	Glen	Conservative	41498	79.3	0	52334
48027	Medicine Hat--Cardston--Warner	preliminary	Nelson	Andrew	People's Party	1341	2.6	0	52334
48027	Medicine Hat--Cardston--Warner	preliminary	Phillips	Dave	Independent	333	0.6	0	52334
48027	Medicine Hat--Cardston--Warner	preliminary	Thomson	Elizabeth	NDP-New Democratic Party	4530	8.7	0	52334
48027	Medicine Hat--Cardston--Warner	validated	Hawthorne	Shannon	Green Party	1203	2.3	254	53356
48027	Medicine Hat--Cardston--Warner	validated	Kirshenbaum	Harris	Liberal	3528	6.6	254	53356
48027	Medicine Hat--Cardston--Warner	validated	Motz	Glen	Conservative	42045	79.2	254	53356
48027	Medicine Hat--Cardston--Warner	validated	Nelson	Andrew	People's Party	1350	2.5	254	53356
48027	Medicine Hat--Cardston--Warner	validated	Phillips	Dave	Independent	337	0.6	254	53356
48027	Medicine Hat--Cardston--Warner	validated	Thomson	Elizabeth	NDP-New Democratic Party	4639	8.7	254	53356
48028	Peace River--Westlock	preliminary	Nygaard	Peter	Green Party	1350	2.6	0	50945
48028	Peace River--Westlock	preliminary	Penny	Leslie	Liberal	3062	6	0	50945
48028	Peace River--Westlock	preliminary	Schrader	John	People's Party	1569	3.1	0	50945
48028	Peace River--Westlock	preliminary	Viersen	Arnold	Conservative	41159	80.8	0	50945
48028	Peace River--Westlock	preliminary	Villebrun	Jennifer	NDP-New Democratic Party	3805	7.5	0	50945
48028	Peace River--Westlock	validated	Nygaard	Peter	Green Party	1377	2.7	347	51996
48028	Peace River--Westlock	validated	Penny	Leslie	Liberal	3148	6.1	347	51996
48028	Peace River--Westlock	validated	Schrader	John	People's Party	1579	3.1	347	51996
48028	Peace River--Westlock	validated	Viersen	Arnold	Conservative	41659	80.7	347	51996
48028	Peace River--Westlock	validated	Villebrun	Jennifer	NDP-New Democratic Party	3886	7.5	347	51996
48029	Red Deer--Mountain View	preliminary	Borlé	Conner	Green Party	1997	3	0	67277
48029	Red Deer--Mountain View	preliminary	Dreeshen	Earl	Conservative	54111	80.4	0	67277
48029	Red Deer--Mountain View	preliminary	Garbanewski	Logan	NDP-New Democratic Party	4836	7.2	0	67277
48029	Red Deer--Mountain View	preliminary	Mitchell	Paul	People's Party	2609	3.9	0	67277
48029	Red Deer--Mountain View	preliminary	Tremblay	Gary	Liberal	3724	5.5	0	67277
48029	Red Deer--Mountain View	validated	Borlé	Conner	Green Party	2026	3	278	68447
48029	Red Deer--Mountain View	validated	Dreeshen	Earl	Conservative	54765	80.3	278	68447
48029	Red Deer--Mountain View	validated	Garbanewski	Logan	NDP-New Democratic Party	4946	7.3	278	68447
48029	Red Deer--Mountain View	validated	Mitchell	Paul	People's Party	2637	3.9	278	68447
48029	Red Deer--Mountain View	validated	Tremblay	Gary	Liberal	3795	5.6	278	68447
48030	Red Deer--Lacombe	preliminary	Calkins	Blaine	Conservative	52684	79.9	0	65950
48030	Red Deer--Lacombe	preliminary	Palmer	Sarah	Green Party	1533	2.3	0	65950
48030	Red Deer--Lacombe	preliminary	Pezzella	Lauren	NDP-New Democratic Party	5888	8.9	0	65950
48030	Red Deer--Lacombe	preliminary	Rose	Tiffany	Liberal	3437	5.2	0	65950
48030	Red Deer--Lacombe	preliminary	Thompson	Laura Lynn	People's Party	2408	3.7	0	65950
48030	Red Deer--Lacombe	validated	Calkins	Blaine	Conservative	53843	79.8	325	67769
48030	Red Deer--Lacombe	validated	Palmer	Sarah	Green Party	1596	2.4	325	67769
48030	Red Deer--Lacombe	validated	Pezzella	Lauren	NDP-New Democratic Party	6012	8.9	325	67769
48030	Red Deer--Lacombe	validated	Rose	Tiffany	Liberal	3540	5.2	325	67769
48030	Red Deer--Lacombe	validated	Thompson	Laura Lynn	People's Party	2453	3.6	325	67769
48031	St. Albert--Edmonton	preliminary	Cecelia	Brigitte	People's Party	1274	2	0	63850
48031	St. Albert--Edmonton	preliminary	Cooper	Michael	Conservative	38807	60.8	0	63850
48031	St. Albert--Edmonton	preliminary	Dunbar	Rob	Green Party	1548	2.4	0	63850
48031	St. Albert--Edmonton	preliminary	Fraser	Robert Bruce	VCP	342	0.5	0	63850
48031	St. Albert--Edmonton	preliminary	Mpulubusi	Kathleen	NDP-New Democratic Party	9655	15.1	0	63850
48031	St. Albert--Edmonton	preliminary	Springate	Greg	Liberal	12224	19.1	0	63850
48031	St. Albert--Edmonton	validated	Cecelia	Brigitte	People's Party	1268	1.9	336	65427
48031	St. Albert--Edmonton	validated	Cooper	Michael	Conservative	39506	60.7	336	65427
48031	St. Albert--Edmonton	validated	Dunbar	Rob	Green Party	1594	2.4	336	65427
48031	St. Albert--Edmonton	validated	Fraser	Robert Bruce	VCP	351	0.5	336	65427
48031	St. Albert--Edmonton	validated	Mpulubusi	Kathleen	NDP-New Democratic Party	9895	15.2	336	65427
48031	St. Albert--Edmonton	validated	Springate	Greg	Liberal	12477	19.2	336	65427
48032	Sherwood Park--Fort Saskatchewan	preliminary	Genuis	Garnett	Conservative	52950	73.6	0	71938
48032	Sherwood Park--Fort Saskatchewan	preliminary	McElrea	Patrick	VCP	293	0.4	0	71938
48032	Sherwood Park--Fort Saskatchewan	preliminary	Sanderson	Laura	Green Party	1547	2.2	0	71938
